年月;地區;食品餐飲類未滿20(筆數);食品餐飲類未滿20(金額，新台幣);衣著飾品類未滿20(筆數);衣著飾品類未滿20(金額，新台幣);旅館住宿類未滿20(筆數);旅館住宿類未滿20(金額，新台幣);交通類未滿20(筆數);交通類未滿20(金額，新台幣);文教康樂類未滿20(筆數);文教康樂類未滿20(金額，新台幣);百貨類未滿20(筆數);百貨類未滿20(金額，新台幣);其他類未滿20(筆數);其他類未滿20(金額，新台幣);食品餐飲類20(含)-25(筆數);食品餐飲類20(含)-25(金額，新台幣);衣著飾品類20(含)-25(筆數);衣著飾品類20(含)-25(金額，新台幣);旅館住宿類20(含)-25(筆數);旅館住宿類20(含)-25(金額，新台幣);交通類20(含)-25(筆數);交通類20(含)-25(金額，新台幣);文教康樂類20(含)-25(筆數);文教康樂類20(含)-25(金額，新台幣);百貨類20(含)-25(筆數);百貨類20(含)-25(金額，新台幣);其他類20(含)-25(筆數);其他類20(含)-25(金額，新台幣);食品餐飲類25(含)-30(筆數);食品餐飲類25(含)-30(金額，新台幣);衣著飾品類25(含)-30(筆數);衣著飾品類25(含)-30(金額，新台幣);旅館住宿類25(含)-30(筆數);旅館住宿類25(含)-30(金額，新台幣);交通類25(含)-30(筆數);交通類25(含)-30(金額，新台幣);文教康樂類25(含)-30(筆數);文教康樂類25(含)-30(金額，新台幣);百貨類25(含)-30(筆數);百貨類25(含)-30(金額，新台幣);其他類25(含)-30(筆數);其他類25(含)-30(金額，新台幣);食品餐飲類30(含)-35(筆數);食品餐飲類30(含)-35(金額，新台幣);衣著飾品類30(含)-35(筆數);衣著飾品類30(含)-35(金額，新台幣);旅館住宿類30(含)-35(筆數);旅館住宿類30(含)-35(金額，新台幣);交通類30(含)-35(筆數);交通類30(含)-35(金額，新台幣);文教康樂類30(含)-35(筆數);文教康樂類30(含)-35(金額，新台幣);百貨類30(含)-35(筆數);百貨類30(含)-35(金額，新台幣);其他類30(含)-35(筆數);其他類30(含)-35(金額，新台幣);食品餐飲類35(含)-40(筆數);食品餐飲類35(含)-40(金額，新台幣);衣著飾品類35(含)-40(筆數);衣著飾品類35(含)-40(金額，新台幣);旅館住宿類35(含)-40(筆數);旅館住宿類35(含)-40(金額，新台幣);交通類35(含)-40(筆數);交通類35(含)-40(金額，新台幣);文教康樂類35(含)-40(筆數);文教康樂類35(含)-40(金額，新台幣);百貨類35(含)-40(筆數);百貨類35(含)-40(金額，新台幣);其他類35(含)-40(筆數);其他類35(含)-40(金額，新台幣);食品餐飲類40(含)-45(筆數);食品餐飲類40(含)-45(金額，新台幣);衣著飾品類40(含)-45(筆數);衣著飾品類40(含)-45(金額，新台幣);旅館住宿類40(含)-45(筆數);旅館住宿類40(含)-45(金額，新台幣);交通類40(含)-45(筆數);交通類40(含)-45(金額，新台幣);文教康樂類40(含)-45(筆數);文教康樂類40(含)-45(金額，新台幣);百貨類40(含)-45(筆數);百貨類40(含)-45(金額，新台幣);其他類40(含)-45(筆數);其他類40(含)-45(金額，新台幣);食品餐飲類45(含)-50(筆數);食品餐飲類45(含)-50(金額，新台幣);衣著飾品類45(含)-50(筆數);衣著飾品類45(含)-50(金額，新台幣);旅館住宿類45(含)-50(筆數);旅館住宿類45(含)-50(金額，新台幣);交通類45(含)-50(筆數);交通類45(含)-50(金額，新台幣);文教康樂類45(含)-50(筆數);文教康樂類45(含)-50(金額，新台幣);百貨類45(含)-50(筆數);百貨類45(含)-50(金額，新台幣);其他類45(含)-50(筆數);其他類45(含)-50(金額，新台幣);食品餐飲類50(含)-55(筆數);食品餐飲類50(含)-55(金額，新台幣);衣著飾品類50(含)-55(筆數);衣著飾品類50(含)-55(金額，新台幣);旅館住宿類50(含)-55(筆數);旅館住宿類50(含)-55(金額，新台幣);交通類50(含)-55(筆數);交通類50(含)-55(金額，新台幣);文教康樂類50(含)-55(筆數);文教康樂類50(含)-55(金額，新台幣);百貨類50(含)-55(筆數);百貨類50(含)-55(金額，新台幣);其他類50(含)-55(筆數);其他類50(含)-55(金額，新台幣);食品餐飲類55(含)-60(筆數);食品餐飲類55(含)-60(金額，新台幣);衣著飾品類55(含)-60(筆數);衣著飾品類55(含)-60(金額，新台幣);旅館住宿類55(含)-60(筆數);旅館住宿類55(含)-60(金額，新台幣);交通類55(含)-60(筆數);交通類55(含)-60(金額，新台幣);文教康樂類55(含)-60(筆數);文教康樂類55(含)-60(金額，新台幣);百貨類55(含)-60(筆數);百貨類55(含)-60(金額，新台幣);其他類55(含)-60(筆數);其他類55(含)-60(金額，新台幣);食品餐飲類60(含)-65(筆數);食品餐飲類60(含)-65(金額，新台幣);衣著飾品類60(含)-65(筆數);衣著飾品類60(含)-65(金額，新台幣);旅館住宿類60(含)-65(筆數);旅館住宿類60(含)-65(金額，新台幣);交通類60(含)-65(筆數);交通類60(含)-65(金額，新台幣);文教康樂類60(含)-65(筆數);文教康樂類60(含)-65(金額，新台幣);百貨類60(含)-65(筆數);百貨類60(含)-65(金額，新台幣);其他類60(含)-65(筆數);其他類60(含)-65(金額，新台幣);食品餐飲類65(含)-70(筆數);食品餐飲類65(含)-70(金額，新台幣);衣著飾品類65(含)-70(筆數);衣著飾品類65(含)-70(金額，新台幣);旅館住宿類65(含)-70(筆數);旅館住宿類65(含)-70(金額，新台幣);交通類65(含)-70(筆數);交通類65(含)-70(金額，新台幣);文教康樂類65(含)-70(筆數);文教康樂類65(含)-70(金額，新台幣);百貨類65(含)-70(筆數);百貨類65(含)-70(金額，新台幣);其他類65(含)-70(筆數);其他類65(含)-70(金額，新台幣);食品餐飲類70(含)-75(筆數);食品餐飲類70(含)-75(金額，新台幣);衣著飾品類70(含)-75(筆數);衣著飾品類70(含)-75(金額，新台幣);旅館住宿類70(含)-75(筆數);旅館住宿類70(含)-75(金額，新台幣);交通類70(含)-75(筆數);交通類70(含)-75(金額，新台幣);文教康樂類70(含)-75(筆數);文教康樂類70(含)-75(金額，新台幣);百貨類70(含)-75(筆數);百貨類70(含)-75(金額，新台幣);其他類70(含)-75(筆數);其他類70(含)-75(金額，新台幣);食品餐飲類75(含)-80(筆數);食品餐飲類75(含)-80(金額，新台幣);衣著飾品類75(含)-80(筆數);衣著飾品類75(含)-80(金額，新台幣);旅館住宿類75(含)-80(筆數);旅館住宿類75(含)-80(金額，新台幣);交通類75(含)-80(筆數);交通類75(含)-80(金額，新台幣);文教康樂類75(含)-80(筆數);文教康樂類75(含)-80(金額，新台幣);百貨類75(含)-80(筆數);百貨類75(含)-80(金額，新台幣);其他類75(含)-80(筆數);其他類75(含)-80(金額，新台幣);食品餐飲類80(含)以上(筆數);食品餐飲類80(含)以上(金額，新台幣);衣著飾品類80(含)以上(筆數);衣著飾品類80(含)以上(金額，新台幣);旅館住宿類80(含)以上(筆數);旅館住宿類80(含)以上(金額，新台幣);交通類80(含)以上(筆數);交通類80(含)以上(金額，新台幣);文教康樂類80(含)以上(筆數);文教康樂類80(含)以上(金額，新台幣);百貨類80(含)以上(筆數);百貨類80(含)以上(金額，新台幣);其他類80(含)以上(筆數);其他類80(含)以上(金額，新台幣)
105年06月;南投縣;48;32757;16;29326;79;1733007;129;88139;20;71673;24;13490;26;363982;1260;1197715;356;620411;432;2151470;2076;1471608;335;948121;449;309817;604;1897689;4151;4177376;1214;2315846;1519;7993349;7050;5113444;1067;3957327;1069;801452;1950;6863930;8164;8936844;2101;4062448;2954;18349813;12947;10552902;1982;7043340;1772;1363015;3505;13409396;12290;13369545;2855;5853138;4322;29318046;16914;14811954;2958;11982631;2278;1925682;4516;17598428;12184;14059039;2771;6034250;4395;30735559;16529;14642564;3300;16210989;1868;1512232;4342;18893354;12558;15301279;2628;6422127;4755;37187681;16655;14826546;3667;17831039;1412;1335738;4402;20792030;10193;13033508;1946;5113955;4011;33560766;13956;12565646;3067;15215174;729;653136;3528;18392288;6888;10121126;1040;2902728;2861;24370152;9581;8660228;2062;10118839;378;352805;2269;13823783;4919;7493277;596;1605406;1657;13529672;5411;4670552;1265;5952317;192;241097;1282;6849026;2079;2738282;190;580702;723;5565487;1988;1736062;608;2958644;67;87482;530;3006742;558;751578;57;146416;194;1892225;443;333251;105;784054;10;6843;143;819005;276;309776;17;29136;82;720522;210;150061;81;440330;5;3481;79;403512;124;149914;7;5799;28;124783;59;38736;15;40123;3;867;23;90532
105年07月;南投縣;111;113404;38;88091;101;1636476;188;114998;49;436493;24;21666;39;249890;2080;2036174;644;1065094;686;3310511;3308;2217671;698;1907338;629;457877;999;3089550;5988;6109425;1666;3260598;2119;11372072;10978;7935781;1678;5730150;1487;1066789;2927;11447914;11231;12041186;2768;5524845;3845;23125067;18611;14548979;2708;9142721;2329;1786600;4586;17770117;16622;18659048;3763;7755702;6310;40691426;24261;19914445;4512;15355346;2755;2224019;5683;22681964;17625;20633082;3716;8153366;8172;53842296;23760;20854822;5558;23533119;2236;1927380;5513;23698712;18111;23147037;3778;9094125;9046;63172379;23770;21150696;6078;26566929;1841;1867018;5615;26434006;13893;17557834;2579;7198929;6697;49687477;18959;16845487;4417;19286749;905;917540;4416;22609050;8938;11830463;1466;4009922;3671;33524728;12775;11867759;2884;12011217;465;652337;2824;16689607;5840;6995983;707;2204481;2029;14045197;7132;6090779;1687;7107671;227;185873;1668;9925939;2591;2488861;247;573197;915;7309199;2763;2588241;779;3687306;96;61202;630;2970801;719;839372;57;157868;227;2096772;606;472303;155;768685;20;16842;187;1137081;440;456809;19;48421;116;989982;274;226830;101;379926;7;5025;102;415276;246;261194;29;85105;112;928781;201;153587;62;254482;14;12011;75;443709
105年08月;南投縣;87;86839;42;76504;69;1074836;189;115532;61;262733;32;18251;62;534953;1969;2116338;568;1073694;663;2679098;3412;2402454;727;2228460;656;460954;1079;3639900;5902;6757284;1582;3076863;1925;9760735;10379;7327950;1732;4803155;1403;1113742;3004;11521081;10944;13381708;2609;5203397;3552;18788988;17389;13503334;2668;9669630;2193;1767715;4793;19757668;16487;21065403;3541;7054859;5748;34030888;22942;18676370;4365;15569950;2717;2265789;5993;25384636;16787;22206496;3585;7528354;7707;48390831;23085;19948560;5476;26381072;2217;2008327;5654;24314117;18061;23801028;3694;8509110;8477;56277536;23637;20049779;6077;28094035;1864;1818024;6025;28163769;14023;20302067;2631;6847690;6495;45804635;19250;16101915;4661;21407625;1006;1085994;4643;23304692;9567;14677094;1457;4030637;3645;30011438;12872;11572883;3078;13743617;457;484104;3023;17479410;6535;9599484;803;2088192;2028;14499979;7631;6553238;1756;7708867;230;177744;1799;9653235;2773;3315927;238;540653;826;7005984;2932;2552394;801;3241202;86;47392;689;3205483;812;858280;60;164170;254;2837369;658;504973;168;921658;33;23879;190;847597;427;613884;19;33240;116;1382986;329;283464;127;651936;8;4409;106;655563;254;311091;27;99551;108;1060039;198;145740;77;232161;10;19353;71;335552
105年09月;南投縣;129;106250;39;53357;40;578874;166;100981;37;97461;30;22401;48;402333;1796;1824970;531;912120;536;2221287;3067;2091659;563;1549828;551;390647;1087;4259114;5734;6354726;1507;3114240;1845;10324737;9949;7088005;1298;4273160;1321;1122347;2920;12965764;10210;12204503;2365;5467645;3094;19492240;15919;12422856;2235;7992258;2019;1622486;4563;19521233;14104;16811359;2953;5937285;3955;28014600;19543;16134068;3115;10908994;2435;2197829;5564;24658917;13891;16874854;2818;6493483;3905;28925337;18576;16181878;3554;12252011;1991;1850283;5221;22418697;14208;18355544;2729;6898772;4086;32974635;19482;17172729;3934;15969602;1637;1817047;5304;25274497;11703;16919385;2081;5772216;3883;32751376;16516;14311866;3468;14074840;844;1001966;4483;20926602;8090;12528290;1254;3459682;2749;21723047;11382;10004655;2439;11070005;439;519948;3028;16734135;5344;8147667;683;2138069;1624;11206552;6744;5617109;1534;8071952;238;322555;1697;8621411;2291;2678119;210;607424;693;5806748;2593;2183467;760;3777958;62;46459;644;2945976;638;749740;42;102149;216;1419503;593;424246;148;818971;21;19789;157;1082231;425;556922;23;27077;76;602416;250;215090;108;398373;2;1465;79;321197;204;214474;12;68049;71;551239;178;156819;78;288139;12;21206;77;629305
105年04月;雲林縣;96;80617;46;90435;38;307421;389;363627;48;141314;36;27058;41;64510;1905;1861702;1022;1942006;488;2126380;4480;2854203;738;1982052;614;530824;1041;3573720;5278;6546283;2721;5841932;1766;8221342;15568;11252488;1888;6273423;1494;1306853;2990;11258867;10155;12367202;5032;11220693;2971;13073838;26959;20526094;3107;10499986;2373;2345577;4445;17324607;14705;18072977;6502;14772715;3816;17578416;35571;29737699;4769;14683953;3003;3095217;5480;23454146;14643;19413173;5522;13538796;3518;17233535;33875;27928503;4657;15651664;2207;2670121;5124;22528840;12898;16617220;4086;10112320;2863;13723726;28036;23357815;3792;15325167;1334;1716529;4459;21446585;10012;12690424;2518;7442568;2078;13026155;21377;17890919;2579;13717815;706;1063196;3308;16591763;6022;7585593;1247;3813449;1125;7276518;12774;10821110;1590;9802082;299;548450;1837;8577429;3947;4822354;651;2210270;642;3632546;7327;5936275;894;5731708;122;162901;994;4363578;1732;2100195;198;626322;253;1254622;2640;2022979;343;3186338;45;50172;413;1858289;615;751859;44;197865;81;445456;668;465371;104;1016484;9;24471;92;362641;321;344695;13;30472;39;123231;285;198322;35;475286;8;95488;46;198024;91;98256;4;3276;11;19469;67;43475;17;172287;0;0;19;182724
105年05月;雲林縣;107;90722;55;140408;32;287713;362;254520;41;125097;22;15826;49;105354;2129;2256336;1112;2171194;473;1824847;4701;3015930;714;2581702;705;647416;1226;3611188;5527;7067016;2973;6448351;1645;7559752;16195;11945099;1817;6095449;1600;1269535;3259;11438099;10575;13571586;4831;10706763;2632;11459779;27111;21569713;2903;12192222;2348;1992420;4802;17675079;15449;19568383;6808;15293320;3524;16661976;35550;33217655;4133;13964705;3069;3125871;5945;23634130;15198;20209172;5832;14223981;3092;16021341;34052;29438669;4272;19043112;2411;2427917;5509;23759651;13083;17431672;4378;10680727;2764;16167103;27777;24264611;3540;17027273;1381;1492405;4677;21533957;10096;13699020;2599;7073441;1889;11291240;21027;19425743;2582;13823149;756;961364;3216;15311465;6384;8606568;1364;4057152;1088;7662942;12511;11359395;1577;7706973;310;618957;1933;9703418;3823;5165366;733;2125538;612;3454966;7081;5995914;932;6520172;129;174016;948;4383179;1840;2017702;214;616695;194;838387;2662;2108393;364;3344281;44;44855;418;2460232;674;756115;60;152691;54;296761;685;454614;92;663860;14;18668;118;448444;368;352129;25;48191;45;317679;299;243378;45;187277;3;2075;45;185393;101;103161;17;31424;12;61649;64;39599;12;148017;1;818;24;157951
105年06月;雲林縣;61;97369;24;42586;22;93013;208;218015;28;49420;19;10071;30;47128;1370;1418800;660;1240845;330;1329602;3163;2071750;425;1297461;467;401372;818;2219872;4420;5389247;2051;4148972;1178;4537615;12133;9411108;1314;3959248;1252;1121581;2866;9334024;8592;10009227;3671;7838870;2134;9890563;21909;17795404;2109;7066064;1975;1647614;4395;14482746;13633;17059611;5080;11207768;2953;13985004;30139;26580798;3409;14029683;2704;2387623;5492;19864622;13744;17184881;4704;11323227;2670;13527724;30517;27939331;3590;19699533;2086;2165505;5693;22671787;12200;15852544;3664;9084487;2406;11597275;24721;23535274;2939;17123169;1116;1300794;4595;21033581;9039;11992336;2128;5686882;1634;8853715;18966;17747314;2108;11487339;652;866402;3102;14053003;5679;7322887;991;2567375;882;4300916;11075;10146245;1327;7032348;224;240240;1853;8641354;3498;4517890;564;1555379;529;2630046;6007;5358472;696;3191041;112;89382;928;4200275;1570;1875803;123;311872;184;889690;2316;1957477;247;1458802;42;97695;376;1875117;582;673548;33;141733;55;378145;576;435794;65;290639;9;5523;95;426231;309;312874;13;24468;26;84379;280;191847;23;69952;-1;-1080;47;171996;129;162371;6;7379;13;18212;50;34897;13;26930;0;0;20;58472
105年07月;雲林縣;105;88276;37;43615;32;183220;286;270377;53;373632;44;25700;62;89267;2136;2298157;996;1864072;559;2146482;4672;2982655;660;2024204;645;539353;1359;3323780;6074;7652457;2670;5477618;1712;6756821;16320;12074886;1747;5730562;1660;1253614;3652;11652898;11522;14249033;4419;9134981;2837;12899317;27998;22852073;2984;9972345;2518;2537681;5638;18984233;17403;21959500;6294;13502938;4083;17435394;36731;32330024;4890;17103844;3306;3206090;7067;26357731;17743;23018232;6014;13636413;4341;22365095;36454;32451751;5343;21894327;2713;2777597;7119;27891028;15736;21430195;4712;11389351;3345;17178529;29861;27918767;4314;20411108;1529;1783540;5770;24150670;11814;15428216;2865;7886914;2238;11693497;21959;20050331;2889;13115635;746;1122775;4001;20321107;7209;9715666;1312;3607793;1200;7100200;13000;11810609;1573;7996905;294;389129;2324;12091987;4326;5628404;648;1660180;644;4218646;7374;6352342;795;4226570;149;163230;1171;6244389;2060;2215986;177;472970;252;1238571;2838;2280643;320;1898588;40;147444;494;2361950;703;789599;39;82091;54;247221;661;503042;83;582278;7;18109;123;524686;381;662843;19;46465;48;186618;307;222435;40;425872;13;11523;58;267742;226;309748;37;109105;37;376590;190;155852;46;622292;13;19112;70;228362
105年08月;雲林縣;129;133736;64;100870;41;186120;302;222936;73;116271;50;27382;85;205681;2154;2513712;947;1792036;576;2055119;4599;2877298;844;2346494;681;468319;1411;3550282;5949;8476840;2593;5184441;1765;6310035;16548;12212950;1915;5251616;1577;1366581;3699;11550990;11149;15304254;4405;8944869;2671;10809928;27370;21710670;2899;10312129;2294;1946869;5839;19838442;16105;23465055;5931;12975205;3834;15299185;36331;30975641;4826;17279195;3144;3022464;7152;27068594;16957;25186142;5741;13137110;3915;17668937;37237;31029177;5157;24312214;2369;2776142;7149;29688555;15360;23389463;4512;10882339;3265;17248951;29937;26566763;4081;18753701;1493;1956182;5999;27956814;11467;16972547;2717;7173965;2095;11972855;21981;19367319;2603;13345360;812;1090307;4094;19438593;6879;10276586;1269;3570287;1167;5486793;13369;11774304;1524;8836470;302;470369;2377;11583256;4191;6120240;667;1762311;640;3355366;7551;6284423;790;4015308;127;155934;1212;5967868;2169;2660104;187;707986;232;1006947;2911;2331571;268;2129378;47;40320;505;2543783;711;975133;45;140424;69;193716;698;481874;75;780058;11;20007;141;625425;418;911137;10;26133;37;115870;324;206185;32;262030;5;5540;70;284627;258;346173;37;97084;39;757444;181;130355;48;378150;15;37515;67;294179
105年09月;雲林縣;246;218331;59;84114;43;183836;342;227604;55;98437;60;33371;115;180180;2127;2444611;848;1833467;474;1810402;4634;2838626;780;1892521;613;522208;1358;4184509;5426;6999514;2257;5036468;1684;6387933;15908;12000031;2066;6349180;1405;1321091;3572;13415065;10122;12728098;3709;8723532;2494;8356278;25633;20650016;2937;10530143;2042;2110021;5400;20750623;14728;19472458;5037;11707572;3224;12727559;33488;29825182;3971;13840936;2726;3018832;6420;23718587;15614;19946639;4520;10963684;2973;12780448;33335;28375498;4020;14408257;2274;2936082;6167;25183925;13884;18564356;3549;9398239;2532;11785809;27671;24133342;3237;11886562;1384;1890647;5538;26158790;10523;14398810;2288;6678543;1859;9089801;20483;18118751;2380;11163568;707;1055328;3531;17187876;6336;8378700;1100;3224871;1077;5490861;12332;11055930;1511;8637656;306;413869;2178;10508527;3922;5188908;530;1823609;533;2017731;7114;6180008;762;5021725;143;201558;976;4879067;1960;2152763;197;720533;192;1213572;2672;2186394;322;2525261;54;120310;435;2064256;620;672625;34;114323;68;400928;688;478882;113;1007143;6;4527;117;348858;386;408507;10;13577;26;68070;293;196848;38;239654;4;45650;65;382232;191;262071;40;122238;26;196365;177;140692;37;167506;10;16576;76;474974
105年04月;嘉義市;122;100487;75;108345;62;619045;117;58787;145;384324;93;509435;100;185917;3419;4356164;1396;2637235;686;3406910;2275;1320070;2569;5784733;2106;4945988;2382;6661342;12048;19712447;3292;6961363;2005;9271242;6870;4965481;5591;16604676;6024;17470948;5789;17858748;22771;38246370;5199;11908403;3506;15503023;11269;9102219;6492;20616084;9557;29938526;8937;27838804;30189;51705311;6719;15078410;4677;19990479;13523;11631032;6186;22925247;12094;38161698;10336;35341034;30396;49346561;6432;15047574;4900;22783368;13605;12591054;5661;23904419;11201;38485235;9816;36031711;29116;49121978;5454;15012775;4830;23967396;13388;12506899;4580;28069351;9284;31486832;9025;36350301;22782;36319255;3613;10003885;3761;19016473;10564;9151554;3289;25906789;6445;24479484;6666;28657564;15121;26382449;1916;6588846;2453;17589000;6207;6611698;1687;19724195;3407;13101834;3726;18016821;9380;13842322;1017;3590668;1374;5774940;3811;3769811;1013;14710181;2013;7537805;2153;11035349;4535;6117320;353;1856112;642;3099108;1634;1340407;492;8418092;866;3424800;1120;5532944;1753;2272407;104;435879;195;1022629;422;293516;141;2715506;217;1567977;299;1270942;827;951250;40;92936;105;435525;197;219541;65;1313890;87;361028;137;951631;368;493541;17;78409;60;235415;51;72712;16;83602;39;193419;65;146000
105年05月;嘉義市;147;174328;83;180635;62;932764;127;69168;113;409557;106;201213;113;166540;3959;5276330;1408;2679877;625;2636748;2411;1382765;2632;6581311;2370;5084817;2602;6941456;13392;22971277;3172;6783604;1846;8647910;7170;5742020;5556;16314654;5740;14464304;6311;18992839;24549;42730445;4902;11232142;3256;15870830;11911;10649553;6352;23285125;9097;22568133;9147;29781530;32464;55408784;6470;14519414;4108;20186629;13903;12507642;5966;24524176;11275;29191908;10618;37569345;32334;53397727;6224;15425627;4418;23100676;13923;13351366;5535;29857190;10460;28637650;10044;37851493;30407;51966302;5385;14209079;4018;20851088;13804;13261946;4626;31000547;9081;26141998;9054;37882838;23982;41051722;3500;9915034;3260;17321801;10761;9977877;3230;27435495;6104;18497118;6898;30420939;15728;28247512;1993;6795697;2135;17649735;6337;6542792;1689;20390035;3597;11664331;3875;18096086;9929;14908837;995;3323586;1250;5931801;3786;4054794;1013;15360869;2112;6222931;2329;11610126;4678;6327611;406;1931512;504;2266188;1634;1414710;437;7009322;892;3064794;1168;5263176;1827;2295746;107;265677;177;845956;452;368991;164;3201993;219;818892;373;2234972;875;873343;42;114800;75;568372;208;157476;72;1400742;89;299242;168;1718985;371;488069;18;101445;56;111356;42;39016;20;326089;21;124848;54;236193
105年06月;嘉義市;84;121969;45;60019;45;489876;81;44088;78;497095;60;123435;54;146601;3046;4044780;903;1664868;462;2164149;1619;1002666;1721;3904242;1534;3182955;1832;4098120;11432;18653454;2275;4970449;1529;7108491;5540;4172341;4155;11124249;4472;9885663;5065;14472738;22057;38863725;3618;8132067;2815;11511158;8835;7847945;5151;17788265;7682;18622181;7545;24437258;29701;50719848;4877;10868309;3848;15910536;11214;10371756;5182;25018236;9845;23955182;9266;29785532;29409;49527685;5033;11771527;4072;18479558;11537;11159087;4715;30811942;9280;23935548;8895;31957264;28155;48831327;4549;11778093;3845;18397672;11787;11995080;3898;32291985;8165;22930346;8451;36467614;22081;36895693;2863;7648619;3117;18055158;9320;9263826;2513;23370819;5269;16597007;6142;25038572;14772;26028039;1474;4451097;1868;11193270;5481;6024180;1350;14286045;3006;9898245;3500;15747149;9162;14887861;716;2377545;1075;5415237;3125;2772837;789;9917505;1700;5717832;2006;9659271;4540;6341639;271;1408886;475;1798034;1436;1169395;327;4854379;710;1970473;1097;4644291;1677;2248696;84;189248;145;475112;345;327247;112;2083815;196;644014;364;1505178;779;916757;26;120250;63;144913;140;130163;44;1071940;72;199498;152;945339;342;453005;10;25960;60;198517;46;27424;16;707463;36;206220;66;371603
105年07月;嘉義市;188;163037;94;185082;87;997857;164;76133;153;608692;126;173592;188;382610;4247;5140157;1202;2266168;763;3162056;2490;1625204;2767;5460459;2073;4495483;3070;6625495;14561;22358710;2909;6178621;2064;9168787;7571;5993148;6241;14398231;5777;13809566;8821;23521758;27568;45472986;4437;10136411;3413;14375956;11896;10662688;7153;18918982;9225;22743990;14930;42559233;36201;59657027;6135;13524721;4908;22356659;14377;13386678;7563;26461212;11527;27671823;20948;64625676;37282;59249574;6584;15118615;5513;24823253;14386;14287249;7096;30622003;11077;27608731;20316;69670158;35513;58637369;5978;15688666;5297;24265424;14418;14980424;5679;37110180;9792;28861913;17939;64343416;28243;52440046;3740;9992222;4008;21426713;11003;11156873;3570;26722573;6497;20077344;12464;46709041;18387;30977363;1848;5887611;2328;13317659;6429;7048873;1633;13852372;3524;11023219;6801;28212713;11275;16404819;884;3217603;1213;6654459;3681;3613445;907;8754183;1895;6117343;3685;15749112;5622;7798311;338;1688898;628;2536467;1636;1417811;415;5860863;917;2897756;1705;7498832;2072;2585075;115;325021;196;1014797;410;632797;123;1623804;290;809190;505;2306286;928;1126583;28;55351;86;460249;174;175674;69;840169;100;273385;211;1274606;525;518460;65;259359;102;420289;135;115349;64;388508;104;310937;345;1635400
105年08月;嘉義市;194;197805;91;134203;66;456282;137;58508;158;732927;138;224167;182;376441;4087;5600737;1301;2521220;640;2475569;2439;1562235;2679;5705729;1884;3919533;2863;6657675;14051;23498651;2784;5836086;1936;7934183;7360;5107218;5698;13429989;5066;11529829;6972;19637650;25592;44437004;4146;8892493;3358;12230363;11585;9931260;6354;19326280;7586;16267733;10204;32883182;33612;58982360;5591;11534096;4719;18958190;13982;12554736;6623;25073089;9252;21492681;12477;41503386;34438;58898786;6162;13620214;5439;22626281;14564;14702600;6252;31933844;9079;21544316;12974;46446103;33252;59805111;5806;14509808;5231;22647425;14747;14211885;5500;41577078;8117;22691957;11723;47628658;26472;53181337;3728;10325356;4081;17859182;11576;10505196;3801;30846670;5559;16066083;8413;38474299;17280;30832947;1961;6166946;2424;12782618;6771;6764424;1912;22644782;3025;9317405;4572;22954854;10797;17055815;1002;3425479;1269;6306488;3949;3809774;952;12180939;1650;4857261;2493;14104958;5433;7646570;357;1654710;524;2186097;1713;1527618;478;7098540;765;2447942;1375;6841365;1869;2378213;93;365484;199;757566;520;400431;127;1889498;206;562809;432;2014121;911;1154022;34;99931;93;153405;213;218469;72;1207985;63;188092;150;967771;526;697478;78;240968;111;519849;145;125932;101;1188786;90;325486;248;1733738
105年09月;嘉義市;195;181110;82;166479;43;160891;139;81907;133;373352;178;961102;166;366950;3927;5287133;1139;2262186;635;2038755;2329;1374204;2351;5289715;2088;5889748;2560;7129531;13908;24106778;2532;5623989;1983;7979932;6716;4983864;5324;13783837;5644;21003215;6182;19937741;25205;44057662;3673;8434861;3313;12022734;10391;8922047;5740;18361787;8865;34105237;8759;29771690;32947;58159483;4599;10574192;4345;17910488;12565;11886351;5591;21251172;11122;43781525;10406;35518783;33083;56529053;4568;11555358;4523;17829191;12818;12145034;5327;25143111;10222;41085816;10658;39234840;30861;52418000;4242;11095621;4376;18466213;12761;12179831;4590;29032461;9177;37399443;9717;37670521;25169;50079450;2915;8169601;3633;15427465;10474;9829619;3563;30388885;6280;30226690;7106;31001282;16335;27880746;1536;4803398;2233;10407494;6223;6461867;1661;19094588;3550;16896085;4043;19038386;10239;16297821;809;2813569;1216;5136922;3542;3272477;883;12767425;1988;9835797;2313;10776590;5178;7278622;291;1552657;532;2206256;1609;1350620;462;7036681;921;4481165;1190;4968277;1766;2487605;95;305226;187;598321;418;460189;119;2330593;226;967721;397;2239049;980;1166708;27;82921;96;243844;192;146137;62;985489;77;346382;180;1135685;507;603339;55;216678;111;477740;127;123773;82;1055478;98;363994;191;813121
